식당명,도로명주소,지번주소,식당위도,식당경도,,,,,,,,,,,,,,,,,,,,,,,
족발야시장,전라북도 전주시 완산구 중화산로 91,전라북도 전주시 완산구 중화산동2가 770-6,35.8185114,127.1179604,,,,,,,,,,,,,,,,,,,,,,,
왕뚜껑삼겹살,전라북도 전주시 완산구 중화산로 72,전라북도 전주시 완산구 중화산동2가 613-13,35.8167754,127.1183749,,,,,,,,,,,,,,,,,,,,,,,
빅스타 피자 전호 1호점,전라북도 전주시 완산구 중화산로 87 1층,전라북도 전주시 완산구 중화산동2가 770-8 1층,35.8181518,127.1179834,,,,,,,,,,,,,,,,,,,,,,,
5.5닭갈비송천점,전라북도 전주시 덕진구 송천중앙로 226,전라북도 전주시 덕진구 송천동2가 486,35.8672228,127.1219601,,,,,,,,,,,,,,,,,,,,,,,
김밥천국,전라북도 전주시 완산구 중화산로 87,전라북도 전주시 완산구 중화산동2가 770-8,35.8181518,127.1179834,,,,,,,,,,,,,,,,,,,,,,,
파리바게트,전라북도 전주시 완산구 중화산로 75,전라북도 전주시 완산구 중화산동2가 778-5,35.8170961,127.1179779,,,,,,,,,,,,,,,,,,,,,,,
뚜레쥬르,전라북도 전주시 완산구 중화산로 71,전라북도 전주시 완산구 중화산동2가 406-15,35.8168132,127.1180071,,,,,,,,,,,,,,,,,,,,,,,
오박사동태탕아구찜,전라북도 전주시 덕진구 송천중앙로 230,전라북도 전주시 덕진구 송천동2가 489-1,35.8676091,127.1218927,,,,,,,,,,,,,,,,,,,,,,,
명품짬뽕 송천점,전라북도 전주시 덕진구 송천중앙로 234,전라북도 전주시 덕진구 송천동2가 468-5,35.8679394,127.121736,,,,,,,,,,,,,,,,,,,,,,,
다미차반,전라북도 전주시 완산구 중화산로 30,전라북도 전주시 완산구 중화산동2가 527-2 춘향골,35.8130269,127.118458,,,,,,,,,,,,,,,,,,,,,,,
호식이두마리치킨 송천 2호점,"전라북도 전주시 덕진구 송천중앙로 246(1층 일부호 송천동2가)	",전라북도 전주시 덕진구 송천동2가 459-1 전주빛내리교회,35.8686388,127.1216974,,,,,,,,,,,,,,,,,,,,,,,
행복식당수라간갈비,전라북도 전주시 덕진구 동부대로 1145 2층,전라북도 전주시 덕진구 송천동2가 454-1,35.8693946,127.1218026,,,,,,,,,,,,,,,,,,,,,,,
놀부보쌈 중화산점,전라북도 전주시 완산구 백제대로 217,전라북도 전주시 완산구 중화산동2가 533-8,35.812567,127.122752,,,,,,,,,,,,,,,,,,,,,,,
청학동 들깨요리전문점,전라북도 전주시 완산구 백제대로 231,전라북도 전주시 완산구 중화산동2가 646-2 흙뿌리 진안홍삼,35.8136639,127.1225795,,,,,,,,,,,,,,,,,,,,,,,
즐거운심야식당 송천점,전라북도 전주시 덕진구 붓내3길 6 1층 103호,전라북도 전주시 덕진구 송천동2가 523-7 두레박콩나물국밥,35.8665119,127.1220806,,,,,,,,,,,,,,,,,,,,,,,
초코렛시티,전라북도 전주시 완산구 산월2길 9-3,전라북도 전주시 완산구 중화산동2가 646-15 이중본,35.8137017,127.1223611,,,,,,,,,,,,,,,,,,,,,,,
샘물맥주 송천점,전라북도 전주시 덕진구 붓내3길 3,전라북도 전주시 덕진구 송천동2가 484-2,35.8668154,127.1219778,,,,,,,,,,,,,,,,,,,,,,,
바다횟집,전라북도 전주시 덕진구 붓내3길 6 2층,전라북도 전주시 덕진구 송천동2가 523-11,35.8665119,127.1220806,,,,,,,,,,,,,,,,,,,,,,,
하남돼지집전주송천점,"전라북도 전주시 덕진구 붓내3길 7(송천동2가)	",전라북도 전주시 덕진구 송천동2가 523-14,35.8668857,127.122228,,,,,,,,,,,,,,,,,,,,,,,
섬진강,전라북도 전주시 완산구 산월1길 5,전라북도 전주시 완산구 중화산동2가 533-6,35.8125934,127.1223908,,,,,,,,,,,,,,,,,,,,,,,
섬세꼬시,전라북도 전주시 덕진구 붓내3길 8,전라북도 전주시 덕진구 송천동2가 247-5 섬세꼬시,35.8665046,127.1223096,,,,,,,,,,,,,,,,,,,,,,,
화이트 커피,,전라북도 전주시 덕진구 금암동 754-12,35.8371021,127.1310602,,,,,,,,,,,,,,,,,,,,,,,
짝태패밀리전주송천점,"전라북도 전주시 덕진구 붓내3길 8	",전라북도 전주시 덕진구 송천동2가 247-5 섬세꼬시,35.8665046,127.1223096,,,,,,,,,,,,,,,,,,,,,,,
도란도란,"전라북도 전주시 덕진구 삼송1길 4-1(1,2층)",전라북도 전주시 덕진구 금암동 667-30,35.8412403,127.1328521,,,,,,,,,,,,,,,,,,,,,,,
황태도둑 송천점,전라북도 전주시 덕진구 붓내3길 9-7,전라북도 전주시 덕진구 송천동2가 483,35.8673156,127.1222293,,,,,,,,,,,,,,,,,,,,,,,
맘스케익앤커피,전라북도 전주시 덕진구 솔내로 108,전라북도 전주시 덕진구 송천동1가 137-3,35.8596482,127.1268079,,,,,,,,,,,,,,,,,,,,,,,
S.T카페,"전라북도 전주시 덕진구 권삼득로 348(2, 3층)",전라북도 전주시 덕진구 덕진동1가 1315-4,35.8459741,127.124851,,,,,,,,,,,,,,,,,,,,,,,
모락육회,전라북도 전주시 덕진구 솔내로 108,전라북도 전주시 덕진구 송천동1가 137-3,35.8596482,127.1268079,,,,,,,,,,,,,,,,,,,,,,,
반했닭,전라북도 전주시 완산구 산월1길 10,전라북도 전주시 완산구 중화산동2가 531-3,35.8128896,127.1220368,,,,,,,,,,,,,,,,,,,,,,,
샤브반,"전라북도 전주시 덕진구 송천중앙로 12(1,2층)","전라북도 전주시 덕진구 덕진동2가 192-1 (1,2층)",35.8480597,127.1186522,,,,,,,,,,,,,,,,,,,,,,,
말자싸롱,전라북도 전주시 덕진구 붓내3길 9,전라북도 전주시 덕진구 송천동2가 523-1,35.8667531,127.1226379,,,,,,,,,,,,,,,,,,,,,,,
언니스포차&가맥,전라북도 전주시 덕진구 붓내4길 8 언니스 포차&가맥,전라북도 전주시 덕진구 송천동2가 481-1,35.8676224,127.1221265,,,,,,,,,,,,,,,,,,,,,,,
생고기 제작소,전라북도 전주시 덕진구 송천중앙로 126,전라북도 전주시 덕진구 송천동1가 395-3,35.8580586,127.1211474,,,,,,,,,,,,,,,,,,,,,,,
육값어치 송천점,전라북도 전주시 덕진구 붓내3길 14,전라북도 전주시 덕진구 송천동2가 247-4,35.8665256,127.1226886,,,,,,,,,,,,,,,,,,,,,,,
요거프레소 오송점,전라북도 전주시 덕진구 오송로 17 ,전라북도 전주시 덕진구 송천동1가 산143-34,35.8600602,127.1281487,,,,,,,,,,,,,,,,,,,,,,,
강경원달인만두가 송천점,전라북도 전주시 덕진구 송천중앙로 149,전라북도 전주시 덕진구 송천동1가 481-6,35.8601806,127.1209783,,,,,,,,,,,,,,,,,,,,,,,
1250 부산오뎅 송천점,전라북도 전주시 덕진구 붓내3길 16,전라북도 전주시 덕진구 송천동2가 522-6,35.8665299,127.1231042,,,,,,,,,,,,,,,,,,,,,,,
장수촌마을,전라북도 전주시 완산구 산월1길 22,전라북도 전주시 완산구 중화산동2가 530-1,35.8129941,127.1208227,,,,,,,,,,,,,,,,,,,,,,,
꼬치꼬치,전라북도 전주시 덕진구 솔내로 144(106동 113호 송천동1가),전라북도 전주시 덕진구 송천동1가 101-3 신일아파트,35.8629408,127.1271762,,,,,,,,,,,,,,,,,,,,,,,
꿀돼지삼형제,전라북도 전주시 덕진구 붓내4길 8-5,전라북도 전주시 덕진구 송천동2가 484-8,35.8673367,127.1227462,,,,,,,,,,,,,,,,,,,,,,,
천마민물숯불장어,전라북도 전주시 덕진구 천마산로 73,전라북도 전주시 덕진구 송천동2가 179-40,35.8654067,127.1294837,,,,,,,,,,,,,,,,,,,,,,,
인계동껍데기 송천점,전라북도 전주시 덕진구 붓내3길 16,전라북도 전주시 덕진구 송천동2가 522-6,35.8665299,127.1231042,,,,,,,,,,,,,,,,,,,,,,,
다와갈비,전라북도 전주시 덕진구 오송1길 25(송천동1가),전라북도 전주시 덕진구 송천동1가 107-197,35.863142,127.1296111,,,,,,,,,,,,,,,,,,,,,,,
파리바게뜨 오송점,전라북도 전주시 덕진구 오송1길 37-17,전라북도 전주시 덕진구 송천동1가 879,35.863741,127.1299748,,,,,,,,,,,,,,,,,,,,,,,
모리텐동,전라북도 전주시 덕진구 오송1길 37-5,전라북도 전주시 덕진구 송천동1가 98,35.8632327,127.1305801,,,,,,,,,,,,,,,,,,,,,,,
더리얼커피앤쥬스,전라북도 전주시 덕진구 오송1길 37-17,전라북도 전주시 덕진구 송천동1가 879,35.863741,127.1299748,,,,,,,,,,,,,,,,,,,,,,,
열두시,전라북도 전주시 덕진구 붓내4길 8-25,전라북도 전주시 덕진구 송천동2가 484-10,35.8671507,127.122917,,,,,,,,,,,,,,,,,,,,,,,
우노스 베이커리,전라북도 전주시 덕진구 권삼득로 350(1층 덕진동1가),전라북도 전주시 덕진구 덕진동1가 1315-51,35.8460612,127.1246161,,,,,,,,,,,,,,,,,,,,,,,
에머이 전북대점,전라북도 전주시 덕진구 백제대로 582(1층 101호 금암동),전라북도 전주시 덕진구 금암동 728-126,35.8406444,127.1336059,,,,,,,,,,,,,,,,,,,,,,,
이차돌전주송천점,전라북도 전주시 덕진구 붓내3길 18,전라북도 전주시 덕진구 송천동2가 245-1,35.8664258,127.1232959,,,,,,,,,,,,,,,,,,,,,,,
로맨티움,전라북도 전주시 덕진구 가리내로 96,전라북도 전주시 덕진구 덕진동1가 1120-10,35.8350773,127.1256681,,,,,,,,,,,,,,,,,,,,,,,
야너땜에한잔가맥,전라북도 전주시 덕진구 떡전로 6-1,전라북도 전주시 덕진구 금암동 759-5,35.835925,127.1285427,,,,,,,,,,,,,,,,,,,,,,,
진수곱창 송천점,전라북도 전주시 덕진구 붓내3길 9-4,전라북도 전주시 덕진구 송천동2가 484-7 현대옥,35.8671034,127.1225355,,,,,,,,,,,,,,,,,,,,,,,
가람나주곰탕,전라북도 전주시 덕진구 떡전로 5,전라북도 전주시 덕진구 금암동 794-7,35.8357146,127.1282544,,,,,,,,,,,,,,,,,,,,,,,
컬러인 커피 금암점,전라북도 전주시 덕진구 전주천동로 479(1층 금암동),전라북도 전주시 덕진구 금암동 760-6,35.8357998,127.1291866,,,,,,,,,,,,,,,,,,,,,,,
불타는낙지쟁반짜장,전라북도 전주시 덕진구 떡전로 6-1,전라북도 전주시 덕진구 금암동 759-5,35.835925,127.1285427,,,,,,,,,,,,,,,,,,,,,,,
멘야케이,전라북도 전주시 덕진구 떡전4길 18(금암동),전라북도 전주시 덕진구 금암동 757-1,35.8375904,127.1294355,,,,,,,,,,,,,,,,,,,,,,,
오꾸꼬 송천점,전라북도 전주시 덕진구 붓내3길 19,전라북도 전주시 덕진구 송천동2가 1272,35.8668215,127.1236928,,,,,,,,,,,,,,,,,,,,,,,
다사랑치킨피자 송천점,전라북도 전주시 덕진구 송천중앙로 216,전라북도 전주시 덕진구 송천동2가 522-1 현대자동차,35.8662043,127.1218437,,,,,,,,,,,,,,,,,,,,,,,
명문장어숯불구이,전라북도 전주시 완산구 신촌4길 9-6,전라북도 전주시 완산구 중화산동2가 781-3번지,35.8173679,127.1167486,,,,,,,,,,,,,,,,,,,,,,,
맛있게 매운손맛,전라북도 전주시 완산구 신촌4길 10,전라북도 전주시 완산구 중화산동2가 776-5,35.8179515,127.1171732,,,,,,,,,,,,,,,,,,,,,,,
화월짜글이,전라북도 전주시 완산구 신촌4길 10-6,전라북도 전주시 완산구 중화산동2가 776-3,35.8183474,127.1171594,,,,,,,,,,,,,,,,,,,,,,,
김가김밥,전라북도 전주시 완산구 신촌3길 12번지,전라북도 전주시 완산구 중화산동2가 781-6,35.8171453,127.1169052,,,,,,,,,,,,,,,,,,,,,,,
진수성찬 깐쇼새우,전라북도 전주시 완산구 신촌4길 20,전라북도 전주시 완산구 중화산동2가 773-3,35.8179035,127.1160165,,,,,,,,,,,,,,,,,,,,,,,
묵은지김치독,전라북도 전주시 완산구 신촌4길 22,전라북도 전주시 완산구 중화산동2가 773-4,35.8179246,127.1157744,,,,,,,,,,,,,,,,,,,,,,,
남문새싹막회,전라북도 전주시 완산구 풍남문2길 73,전라북도 전주시 완산구 전동3가 142-1,35.8128542,127.1453089,,,,,,,,,,,,,,,,,,,,,,,
명륜진사갈비 고사점,전라북도 전주시 완산구 전주객사4길 74-50,전라북도 전주시 완산구 고사동 186,35.8208199,127.1443197,,,,,,,,,,,,,,,,,,,,,,,
고수닭갈비 영화의거리점,전라북도 전주시 완산구 전주객사4길 44-31 덕성여관,전라북도 전주시 완산구 고사동 193 덕성여관,35.8202598,127.1443769,,,,,,,,,,,,,,,,,,,,,,,
쭈불로드 객사점,전라북도 전주시 완산구 전주객사5길 43-3,전라북도 전주시 완산구 고사동 199,35.819879,127.144811,,,,,,,,,,,,,,,,,,,,,,,
엉터리 생고기 객사점,"전라북도 전주시 완산구 전주객사4길 44-24 2,3층","전라북도 전주시 완산구 고사동 139 2,3층",35.8195861,127.144641,,,,,,,,,,,,,,,,,,,,,,,
그린파티세리,전라북도 전주시 완산구 전주객사2길 46-12,전라북도 전주시 완산구 고사동 473-9,35.8189765,127.1412321,,,,,,,,,,,,,,,,,,,,,,,
고자루,전라북도 전주시 완산구 전주객사2길 46-12 1동103호,전라북도 전주시 완산구 고사동 473-9 1동103호,35.8189765,127.1412321,,,,,,,,,,,,,,,,,,,,,,,
마래당,전라북도 전주시 완산구 전주객사3길 46-12 ,전라북도 전주시 완산구 고사동 398-4 ,35.819324,127.1426396,,,,,,,,,,,,,,,,,,,,,,,
카페 경우,전라북도 전주시 완산구 전주객사4길 43-6,전라북도 전주시 완산구 고사동 377-4,35.8198224,127.1430878,,,,,,,,,,,,,,,,,,,,,,,
황산항아리수제비,전라북도 전주시 완산구 전주객사3길 12-14,전라북도 전주시 완산구 중앙동2가 27-2,35.8177992,127.1433675,,,,,,,,,,,,,,,,,,,,,,,
투썸플레이스 진북점,"전라북도 전주시 덕진구 전주천동로 342 디자인코엠 빌딩 2,3층","전라북도 전주시 덕진구 진북동 1047-8 디자인코엠 빌딩 2,3층",35.8248915,127.1324039,,,,,,,,,,,,,,,,,,,,,,,
보글보글부대찌개짜글이,전라북도 전주시 완산구 홍산북로 45-22,전라북도 전주시 완산구 효자동3가 1527-18,35.8181574,127.1071697,,,,,,,,,,,,,,,,,,,,,,,
돈기부여,전라북도 전주시 완산구 서원로 270,전라북도 전주시 완산구 중화산동2가 545,35.8112387,127.1240135,,,,,,,,,,,,,,,,,,,,,,,
준오네9찬밥상,전라북도 전주시 완산구 서원로 274,전라북도 전주시 완산구 중화산동2가 545,35.8117726,127.12388,,,,,,,,,,,,,,,,,,,,,,,
피자마루전주중화산점,전라북도 전주시 완산구 서원로 274,전라북도 전주시 완산구 중화산동2가 545 오성은하아파트,35.8117515,127.1243856,,,,,,,,,,,,,,,,,,,,,,,
임실치즈피자중화산점,전라북도 전주시 완산구 서원로 280,전라북도 전주시 완산구 중화산동2가 534-3,35.8117253,127.1252132,,,,,,,,,,,,,,,,,,,,,,,
노랑통닭중화산점,전라북도 전주시 완산구 서원로 282,전라북도 전주시 완산구 중화산동2가 534-4,35.8116971,127.1254153,,,,,,,,,,,,,,,,,,,,,,,
이모김밥,전라북도 전주시 완산구 서원로 292,전라북도 전주시 완산구 중화산동2가 535-3,35.8116133,127.1262784,,,,,,,,,,,,,,,,,,,,,,,
충만치킨중화산점,전라북도 전주시 완산구 서원로 296,전라북도 전주시 완산구 중화산동2가 535-5,35.8115755,127.1266951,,,,,,,,,,,,,,,,,,,,,,,
현대옥예수병원점,전라북도 전주시 완산구 따박골6길 48,전라북도 전주시 완산구 중화산동2가 44-3,35.8108694,127.1282737,,,,,,,,,,,,,,,,,,,,,,,
호떡대장,전라북도 전주시 완산구 따박골6길 46,전라북도 전주시 완산구 중화산동2가 44-6,35.8107428,127.1283497,,,,,,,,,,,,,,,,,,,,,,,
A-CAFE 아카페,전라북도 전주시 완산구 따박골6길 41,전라북도 전주시 완산구 중화산동2가 550-1,35.8102927,127.1281654,,,,,,,,,,,,,,,,,,,,,,,
꼬꼬마분식,전라북도 전주시 완산구 따박골6길 38,전라북도 전주시 완산구 중화산동2가 46-76,35.8101068,127.1284696,,,,,,,,,,,,,,,,,,,,,,,
이디야커피서부시장점,전라북도 전주시 완산구 용머리로 167,전라북도 전주시 완산구 효자동1가 147-1,35.8066183,127.1284235,,,,,,,,,,,,,,,,,,,,,,,
더리터서부시장점,전라북도 전주시 완산구 용머리로 165,전라북도 전주시 완산구 효자동1가 193-7 행진수족관,35.8064977,127.1279932,,,,,,,,,,,,,,,,,,,,,,,
효자분식,전라북도 전주시 완산구 용머리로 165,전라북도 전주시 완산구 효자동1가 193-7 행진수족관,35.8064977,127.1279932,,,,,,,,,,,,,,,,,,,,,,,
서동빵명가,전라북도 전주시 덕진구 안덕원로 250,전라북도 전주시 덕진구 인후동1가 772-7,35.8362809,127.1542207,,,,,,,,,,,,,,,,,,,,,,,
유가네한우곰탕인후점,전라북도 전주시 덕진구 팽나무4길 5,전라북도 전주시 덕진구 인후동1가 783-14,35.8361197,127.154506,,,,,,,,,,,,,,,,,,,,,,,
도르르,전라북도 전주시 덕진구 팽나무5길 8-2,전라북도 전주시 덕진구 인후동1가 783-8,35.8362126,127.1554723,,,,,,,,,,,,,,,,,,,,,,,
한방가마솥족발,전라북도 전주시 덕진구 팽나무4길 7-5,전라북도 전주시 덕진구 인후동1가 783-12,35.8361725,127.154932,,,,,,,,,,,,,,,,,,,,,,,
신포우리만두인후점,전라북도 전주시 덕진구 안덕원로 240,전라북도 전주시 덕진구 인후동1가 772-2,35.8361697,127.153212,,,,,,,,,,,,,,,,,,,,,,,
피자애안골직영점,전라북도 전주시 덕진구 견훤로 304-1,전라북도 전주시 덕진구 인후동1가 765-21,35.8386698,127.1561693,,,,,,,,,,,,,,,,,,,,,,,
공룡닭발,전라북도 전주시 완산구 고사평1길 6,전라북도 전주시 완산구 서신동 946-8,35.8347985,127.1090247,,,,,,,,,,,,,,,,,,,,,,,
충만치킨인후점,전라북도 전주시 덕진구 견훤로 310-1,전라북도 전주시 덕진구 인후동1가 756-20 경희치과,35.8391456,127.1559772,,,,,,,,,,,,,,,,,,,,,,,
양기복집,전라북도 전주시 완산구 고사평1길 8-12,전라북도 전주시 완산구 서신동 946-16,35.8356197,127.108882,,,,,,,,,,,,,,,,,,,,,,,
장미맨숀 서신점,전라북도 전주시 완산구 새터로 30,전라북도 전주시 완산구 서신동 938-2,35.8358699,127.1099521,,,,,,,,,,,,,,,,,,,,,,,
진안오겹살,전라북도 전주시 완산구 새터로 33,전라북도 전주시 완산구 서신동 934-5 진안오겹살,35.8359764,127.1104464,,,,,,,,,,,,,,,,,,,,,,,
카페 볼라레,전라북도 전주시 완산구 새터로 42,전라북도 전주시 완산구 서신동 939-2,35.8355085,127.1110028,,,,,,,,,,,,,,,,,,,,,,,
독도막회,전라북도 전주시 완산구 새터로 43,전라북도 전주시 완산구 서신동 935-4,35.8357304,127.1113166,,,,,,,,,,,,,,,,,,,,,,,
마포갈매기,전라북도 전주시 완산구 고사평4길 16,전라북도 전주시 완산구 서신동 952-1,35.8352148,127.1111593,,,,,,,,,,,,,,,,,,,,,,,
현미네 두메산골 촌닭,전라북도 전주시 완산구 고사평로 32,전라북도 전주시 완산구 서신동 926-9 경복궁,35.8367111,127.1101404,,,,,,,,,,,,,,,,,,,,,,,
수상한 커리,전라북도 전주시 완산구 고사평7길 6,전라북도 전주시 완산구 서신동 921-6,35.8374199,127.1099572,,,,,,,,,,,,,,,,,,,,,,,
여울 forest,전라북도 전주시 완산구 고사평7길 12,전라북도 전주시 완산구 서신동 1010-6,35.8377655,127.1093247,,,,,,,,,,,,,,,,,,,,,,,
엑시트피자,"전라북도 전주시 완산구 우전2길 65(1층일부 효자동2가)	",전라북도 전주시 완산구 효자동2가 142-13,35.8099043,127.1066788,,,,,,,,,,,,,,,,,,,,,,,
"33떡볶이효자점	","전라북도 전주시 완산구 우전1길 53(1층 효자동2가)	",전라북도 전주시 완산구 효자동2가 1331-3,35.8084875,127.1056604,,,,,,,,,,,,,,,,,,,,,,,
"역전할머니맥주효자2호점	","전라북도 전주시 완산구 홍산로 160-3(1층 105호 효자동2가)	",전라북도 전주시 완산구 효자동2가 1332-1,35.8081695,127.1051292,,,,,,,,,,,,,,,,,,,,,,,
족발야시장도청점,"전라북도 전주시 완산구 홍산로 160-3(1층 102호일부.103호 효자동2가)	",전라북도 전주시 완산구 효자동2가 1332-1,35.8081695,127.1051292,,,,,,,,,,,,,,,,,,,,,,,
주주총회,"전라북도 전주시 완산구 호암로 82(1층 104호 효자동2가)	",전라북도 전주시 완산구 효자동2가 1319-3,35.8082347,127.1033625,,,,,,,,,,,,,,,,,,,,,,,
닭찬들마켓효자점,"전라북도 전주시 완산구 호암로 79(1층 102호 효자동2가)	",전라북도 전주시 완산구 효자동2가 1318-2,35.808762,127.1033051,,,,,,,,,,,,,,,,,,,,,,,
팔공티효자점,"전라북도 전주시 완산구 호암로 85(102호일부 1층 효자동2가)	",전라북도 전주시 완산구 효자동2가 1318-4,35.8085738,127.103871,,,,,,,,,,,,,,,,,,,,,,,
커피 41,"전라북도 전주시 완산구 호암로 78(1층 102호 일부호 효자동2가)	",전라북도 전주시 완산구 효자동2가 1319-1,35.8084043,127.1027985,,,,,,,,,,,,,,,,,,,,,,,
촌댁맥주 효자점,전라북도 전주시 완산구 효자동2가 1332-2,전라북도 전주시 완산구 우전1길 49-3,35.8080019,127.1055167,,,,,,,,,,,,,,,,,,,,,,,
마리아쥬,"전라북도 전주시 완산구 우전2길 45(3층 효자동2가)	",전라북도 전주시 완산구 효자동2가 156-4,35.8082808,127.1069595,,,,,,,,,,,,,,,,,,,,,,,
"1박2일광장	","전라북도 전주시 완산구 우전1길 73(1층 효자동2가)	",전라북도 전주시 완산구 효자동2가 1329-5,35.8101464,127.1064107,,,,,,,,,,,,,,,,,,,,,,,
신천포차,전라북도 전주시 완산구 신촌3길 2-3,전라북도 전주시 완산구 중화산동2가 779-7,35.81727,127.1177314,,,,,,,,,,,,,,,,,,,,,,,
감탄떡볶이 효자서부점,전라북도 전주시 완산구 용머리로 157,전라북도 전주시 완산구 효자동1가 193-2,35.8062963,127.1272803,,,,,,,,,,,,,,,,,,,,,,,
이레팥죽,전라북도 전주시 완산구 따박골로 38,전라북도 전주시 완산구 중화산동2가 548-6,35.809462,127.1270917,,,,,,,,,,,,,,,,,,,,,,,
정든식당,전라북도 전주시 완산구 따박골로 44,전라북도 전주시 완산구 중화산동2가 548-10,35.8100213,127.1272239,,,,,,,,,,,,,,,,,,,,,,,
예찬이네한식뷔페,전라북도 전주시 완산구 따박골로 53,전라북도 전주시 완산구 중화산동2가 540-4,35.8108593,127.1265967,,,,,,,,,,,,,,,,,,,,,,,
미가식당,전라북도 전주시 완산구 따박골로 57,전라북도 전주시 완산구 중화산동2가 540-1,35.8112564,127.1266546,,,,,,,,,,,,,,,,,,,,,,,
온고을회포차,전라북도 전주시 완산구 따박골5길 60-3,전라북도 전주시 완산구 중화산동2가 536-7,35.8113282,127.1273761,,,,,,,,,,,,,,,,,,,,,,,
장충동족발,전라북도 전주시 완산구 따박골2길 9,전라북도 전주시 완산구 중화산동2가 543-1,35.8110282,127.1248118,,,,,,,,,,,,,,,,,,,,,,,
황제면가,전라북도 전주시 완산구 서원로 322,전라북도 전주시 완산구 중화산동1가 253-9,35.811914,127.1297518,,,,,,,,,,,,,,,,,,,,,,,
김밥나라 서부점,전라북도 전주시 완산구 용머리로 157,전라북도 전주시 완산구 효자동1가 193-2,35.8063143,127.1272589,,,,,,,,,,,,,,,,,,,,,,,
가온커피,전라북도 전주시 완산구 용머리로 203,전라북도 전주시 완산구 서완산동2가 360-19,35.8078255,127.1321346,,,,,,,,,,,,,,,,,,,,,,,
장수원,전라북도 전주시 완산구 따박골5길 60,전라북도 전주시 완산구 중화산동2가 538-12,35.8111534,127.1273463,,,,,,,,,,,,,,,,,,,,,,,
한방가마솥족발 중화산점,전라북도 전주시 완산구 서원로 296,전라북도 전주시 완산구 중화산동2가 535-5,35.8115755,127.1266951,,,,,,,,,,,,,,,,,,,,,,,
중산일리터커피,전라북도 전주시 완산구 서원로 305-1,전라북도 전주시 완산구 중화산동2가 103-5,35.8117845,127.1278949,,,,,,,,,,,,,,,,,,,,,,,
베스킨라빈스 화산점,전라북도 전주시 완산구 서원로 303,전라북도 전주시 완산구 중화산동2가 105-9 중원치과,35.8118639,127.1274042,,,,,,,,,,,,,,,,,,,,,,,
커피에반하다,전라북도 전주시 완산구 서원로 297,전라북도 전주시 완산구 중화산동2가 106-1,35.811951,127.1269866,,,,,,,,,,,,,,,,,,,,,,,
MKCOFFEE,전라북도 전주시 완산구 서원로 285-1,전라북도 전주시 완산구 중화산동2가 117-1,35.8123529,127.1259626,,,,,,,,,,,,,,,,,,,,,,,
늘버들식당,전라북도 전주시 완산구 서원로 279-22,전라북도 전주시 완산구 중화산동2가 119-10,35.8124605,127.125175,,,,,,,,,,,,,,,,,,,,,,,
또봉이통닭 중화산점,전라북도 전주시 완산구 한두평1길 17,전라북도 전주시 완산구 중화산동2가 663-8,35.8125078,127.1248925,,,,,,,,,,,,,,,,,,,,,,,
우리돈,전라북도 전주시 완산구 한두평2길 18,전라북도 전주시 완산구 중화산동2가 663,35.8133854,127.1248564,,,,,,,,,,,,,,,,,,,,,,,
만복감자탕,전라북도 전주시 완산구 한두평1길 17-5,전라북도 전주시 완산구 중화산동2가 663-7,35.8126062,127.1249038,,,,,,,,,,,,,,,,,,,,,,,
이디야커피 중화산동점,전라북도 전주시 완산구 서원로 283,전라북도 전주시 완산구 중화산동2가 119-14,35.812211,127.1255907,,,,,,,,,,,,,,,,,,,,,,,
신포우리만두 중화산점,전라북도 전주시 완산구 서원로 281,전라북도 전주시 완산구 중화산동2가 119-13,35.8121266,127.1253716,,,,,,,,,,,,,,,,,,,,,,,
김미숙부대찌개,전라북도 전주시 완산구 백제대로 226,전라북도 전주시 완산구 중화산동2가 647-1 김미숙부대찌개,35.8132807,127.1236207,,,,,,,,,,,,,,,,,,,,,,,
우리밀동우,전라북도 전주시 완산구 한두평2길 6,전라북도 전주시 완산구 중화산동2가 647 우리밀동우,35.8134098,127.1235476,,,,,,,,,,,,,,,,,,,,,,,
국밥세상&막국수,전라북도 전주시 완산구 한두평2길 7,전라북도 전주시 완산구 중화산동2가 648-6 한강일식,35.8136954,127.1236633,,,,,,,,,,,,,,,,,,,,,,,
펭귄네구이구이,전라북도 전주시 완산구 서원로 291,전라북도 전주시 완산구 중화산동2가 115,35.8120236,127.1263625,,,,,,,,,,,,,,,,,,,,,,,
곤지암할매소머리국밥,전라북도 전주시 완산구 서원로 311,전라북도 전주시 완산구 중화산동2가 29-5,35.811848,127.1283183,,,,,,,,,,,,,,,,,,,,,,,
뭉실베이커리,전라북도 전주시 완산구 서원로 289-6,전라북도 전주시 완산구 중화산동2가 114,35.8121048,127.1263144,,,,,,,,,,,,,,,,,,,,,,,
맛있는술집,전라북도 전주시 완산구 서원로 293,전라북도 전주시 완산구 중화산동2가 106-2,35.8119629,127.1266424,,,,,,,,,,,,,,,,,,,,,,,
커피다빈,전라북도 전주시 완산구 고사평2길 12,전라북도 전주시 완산구 서신동 958-7,35.8342203,127.1107031,,,,,,,,,,,,,,,,,,,,,,,
옛날시골찐빵,전라북도 전주시 완산구 고사평2길 1,전라북도 전주시 완산구 서신동 948-11,35.8345943,127.1096643,,,,,,,,,,,,,,,,,,,,,,,
소풍참나무통닭구이,전라북도 전주시 완산구 여울로 17-12,전라북도 전주시 완산구 서신동 969-4,35.8347951,127.1207812,,,,,,,,,,,,,,,,,,,,,,,
