식당명,도로명주소,지번주소,식당위도,식당경도,,,,,,,,,,,,,,,,,,,,,,,
감성커피 전주KBS점,전라북도 전주시 완산구 마전중앙로 13,전라북도 전주시 완산구 효자동3가 1633-4,35.8234343,127.1032545,,,,,,,,,,,,,,,,,,,,,,,
테이크치킨앤신개념찜닭,전라북도 전주시 덕진구 송천3길 44-9,전라북도 전주시 덕진구 송천동1가 626-3,35.8605991,127.116214,,,,,,,,,,,,,,,,,,,,,,,
탕수리아,전라북도 전주시 완산구 신봉2길 2,전라북도 전주시 완산구 효자동1가 618-1,35.8106628,127.1184818,,,,,,,,,,,,,,,,,,,,,,,
드롭탑 서전주CGV점,전라북도 전주시 완산구 홍산로 260,전라북도 전주시 완산구 효자동3가 1531-2,35.816831,127.1064634,,,,,,,,,,,,,,,,,,,,,,,
아중고기마트중화산점,전라북도 전주시 완산구 한두평4길 6,전라북도 전주시 완산구 중화산동2가 649,35.8155342,127.1235804,,,,,,,,,,,,,,,,,,,,,,,
우전재 한식,전라북도 전주시 완산구 향교길 85 우전재 한식,전라북도 전주시 완산구 교동 132-2,35.8120607,127.1541401,,,,,,,,,,,,,,,,,,,,,,,
경성일번가,전라북도 전주시 완산구 홍산중앙로 47,전라북도 전주시 완산구 효자동3가 1527-10,35.8178913,127.1087721,,,,,,,,,,,,,,,,,,,,,,,
원조남원추어탕,전라북도 전주시 완산구 서곡5길 5-3,전라북도 전주시 완산구 효자동3가 1416-12,35.8368473,127.1018981,,,,,,,,,,,,,,,,,,,,,,,
흑화당 전주 전북대점,전라북도 전주시 덕진구 명륜4길 23,전라북도 전주시 덕진구 덕진동1가 664-8,35.8439479,127.1271141,,,,,,,,,,,,,,,,,,,,,,,
크라운호프 전주신시가지점,전라북도 전주시 완산구 홍산중앙로 36,전라북도 전주시 완산구 효자동3가 1536-4,35.8167132,127.1093362,,,,,,,,,,,,,,,,,,,,,,,
썸포차,전라북도 전주시 덕진구 명륜4길 17,전라북도 전주시 덕진구 덕진동1가 1261-4,35.8434547,127.1265453,,,,,,,,,,,,,,,,,,,,,,,
투썸플레이스 전주혁신호수공원점,전라북도 전주시 덕진구 중동로 104-12 1층 투썸플레이스,전라북도 전주시 덕진구 장동 1093-3,35.84318,127.0644979,,,,,,,,,,,,,,,,,,,,,,,
효천농장,전라북도 전주시 완산구 천잠로 227-7,전라북도 전주시 완산구 효자동2가 1054-3,35.8069087,127.0944031,,,,,,,,,,,,,,,,,,,,,,,
장미맨숀,전라북도 전주시 덕진구 명륜5길 10-2,전라북도 전주시 덕진구 덕진동1가 1262-2,35.8432414,127.1256275,,,,,,,,,,,,,,,,,,,,,,,
청년다방 전북대점,전라북도 전주시 덕진구 명륜3길 19 청년다방 전북대점,전라북도 전주시 덕진구 덕진동1가 1314-176,35.8429497,127.127937,,,,,,,,,,,,,,,,,,,,,,,
페더럴,전라북도 전주시 덕진구 떡전2길 5 1층,전라북도 전주시 덕진구 덕진동1가 1116-11,35.8364439,127.1258817,,,,,,,,,,,,,,,,,,,,,,,
리앤차우,전라북도 전주시 덕진구 가리내10길 12-2,전라북도 전주시 덕진구 덕진동2가 678-7,35.8423984,127.1107316,,,,,,,,,,,,,,,,,,,,,,,
1층커피,전라북도 전주시 완산구 척동1길 28,전라북도 전주시 완산구 효자동3가 1657-3,35.8214466,127.0968903,,,,,,,,,,,,,,,,,,,,,,,
필스너하우스 객사점,전라북도 전주시 완산구 전주객사2길 38-4,전라북도 전주시 완산구 고사동 461-1,35.8184615,127.1408752,,,,,,,,,,,,,,,,,,,,,,,
치노식당,전라북도 전주시 완산구 전라감영2길 43,전라북도 전주시 완산구 다가동3가 114-1,35.8163701,127.1409769,,,,,,,,,,,,,,,,,,,,,,,
쿠우쿠우 전주송천점,전라북도 전주시 덕진구 사근1길 31 2층 201~207호,전라북도 전주시 덕진구 송천동2가 179-116,35.8666265,127.1307011,,,,,,,,,,,,,,,,,,,,,,,
팔공티 송천점,전라북도 전주시 덕진구 솔내로 148 나동 1층,전라북도 전주시 덕진구 송천동1가 107-179,35.8634198,127.127082,,,,,,,,,,,,,,,,,,,,,,,
진삼미샌드위치,전라북도 전주시 완산구 거마평로 125,전라북도 전주시 완산구 효자동1가 652,35.804001,127.1165912,,,,,,,,,,,,,,,,,,,,,,,
청담옥,전라북도 전주시 덕진구 혁신로 479,전라북도 전주시 덕진구 장동 600-4,35.855655,127.0661796,,,,,,,,,,,,,,,,,,,,,,,
은쟁반카페,전라북도 전주시 완산구 황강서원로 39,전라북도 전주시 완산구 효자동3가 1595-9,35.8288486,127.1015867,,,,,,,,,,,,,,,,,,,,,,,
TIPTAP,전라북도 전주시 덕진구 들사평1길 46,전라북도 전주시 덕진구 덕진동1가 1439-23,35.8369491,127.1232886,,,,,,,,,,,,,,,,,,,,,,,
카페제이엔젤,전라북도 전주시 덕진구 솔내5길 28 해비치빌 1층,전라북도 전주시 덕진구 송천동1가 393-13,35.856769,127.1234182,,,,,,,,,,,,,,,,,,,,,,,
멕시카나치킨 서곡신도시점,전라북도 전주시 완산구 세내로 532,전라북도 전주시 완산구 효자동3가 1463-4,35.8334188,127.1009271,,,,,,,,,,,,,,,,,,,,,,,
프롬나드,전라북도 전주시 덕진구 틀못1길 17 ,전라북도 전주시 덕진구 장동 1074,35.8408173,127.0564824,,,,,,,,,,,,,,,,,,,,,,,
부여통닭 전주송천점,전라북도 전주시 덕진구 사근1길 16,전라북도 전주시 덕진구 송천동2가 175-31,35.8663241,127.1288272,,,,,,,,,,,,,,,,,,,,,,,
인기명 전주신시가지점,전라북도 전주시 완산구 홍산4길 6,전라북도 전주시 완산구 효자동3가 1528-1,35.8182265,127.1093532,,,,,,,,,,,,,,,,,,,,,,,
크라운호프 전주대점,전라북도 전주시 완산구 봉곡로 12,전라북도 전주시 완산구 효자동2가 1305-1,35.8118017,127.0950479,,,,,,,,,,,,,,,,,,,,,,,
김밥천국 휴먼시아점,전라북도 전주시 완산구 호암로 80,전라북도 전주시 완산구 효자동2가 1319-2,35.808452,127.1028666,,,,,,,,,,,,,,,,,,,,,,,
카페브리즈,전라북도 전주시 완산구 전동성당길 66,전라북도 전주시 완산구 전동 16-2,35.8160064,127.1487581,,,,,,,,,,,,,,,,,,,,,,,
전라감영,전라북도 전주시 완산구 풍남문4길 27,전라북도 전주시 완산구 중앙동4가 40-2,35.8148412,127.1451812,,,,,,,,,,,,,,,,,,,,,,,
충만치킨 전주서곡점,전라북도 전주시 완산구 서곡1길 13-22,전라북도 전주시 완산구 효자동3가 1451,35.8347104,127.0991328,,,,,,,,,,,,,,,,,,,,,,,
요가파이어 전주점,전라북도 전주시 완산구 홍산중앙로 45,전라북도 전주시 완산구 효자동3가 1527-11,35.8175848,127.1087319,,,,,,,,,,,,,,,,,,,,,,,
아리수막걸리,전라북도 전주시 덕진구 송천4길 56-3,전라북도 전주시 덕진구 송천동1가 626-20,35.8616068,127.1154266,,,,,,,,,,,,,,,,,,,,,,,
포크패밀리,전라북도 전주시 완산구 홍산중앙로 47,전라북도 전주시 완산구 효자동3가 1527-10,35.8179704,127.1088603,,,,,,,,,,,,,,,,,,,,,,,
비에이치씨치킨송천2호점,전라북도 전주시 덕진구 오송1길 37-13,전라북도 전주시 덕진구 송천동1가 97-6,35.8639562,127.1306625,,,,,,,,,,,,,,,,,,,,,,,
가마솥붉은대게,전라북도 전주시 완산구 홍산북로 59-12,전라북도 전주시 완산구 효자동3가 1527-14,35.8181301,127.1080034,,,,,,,,,,,,,,,,,,,,,,,
처갓집양념치킨 덕진하가점,전라북도 전주시 덕진구 가리내5길 16,전라북도 전주시 덕진구 덕진동2가 661-7,35.8461022,127.109944,,,,,,,,,,,,,,,,,,,,,,,
호식이두마리치킨 송천2호점,전라북도 전주시 덕진구 송천중앙로 246,전라북도 전주시 덕진구 송천동2가 459-1,35.8654076,127.1294719,,,,,,,,,,,,,,,,,,,,,,,
카페오월,전라북도 전주시 덕진구 송천2길 24,전라북도 전주시 덕진구 송천동1가 472-7,35.8596248,127.118564,,,,,,,,,,,,,,,,,,,,,,,
볼몬드,전라북도 전주시 완산구 홍산4길 12 준빌딩 3층,전라북도 전주시 완산구 효자동3가 1528-4,35.8183354,127.1102267,,,,,,,,,,,,,,,,,,,,,,,
강태하불족발 효자점,전라북도 전주시 완산구 홍산로 160-3 1층,전라북도 전주시 완산구 효자동2가 1332-1,35.8080763,127.1051841,,,,,,,,,,,,,,,,,,,,,,,
새참김밥,전라북도 전주시 완산구 서곡로 76,전라북도 전주시 완산구 효자동3가 1436-2,35.8354536,127.101715,,,,,,,,,,,,,,,,,,,,,,,
맛으로 만족하는 족발보쌈,전라북도 전주시 덕진구 두간로 28,전라북도 전주시 덕진구 송천동1가 823-3,35.8651313,127.1174734,,,,,,,,,,,,,,,,,,,,,,,
신옛날통닭&한상차림,전라북도 전주시 완산구 성지산3길 22,전라북도 전주시 완산구 효자동1가 547-9,35.8057107,127.1210737,,,,,,,,,,,,,,,,,,,,,,,
라보테,전라북도 전주시 덕진구 중동로 104-16 3층,전라북도 전주시 덕진구 장동 1093-1 3층,35.843589,127.0644783,,,,,,,,,,,,,,,,,,,,,,,
샹그릴라,전라북도 전주시 완산구 어진길 122,전라북도 전주시 완산구 경원동1가 126-48,35.8167737,127.1480957,,,,,,,,,,,,,,,,,,,,,,,
신자매포차,전라북도 전주시 덕진구 가리내6길 10-11 1층 101호,전라북도 전주시 덕진구 덕진동2가 664-3,35.8456969,127.1103808,,,,,,,,,,,,,,,,,,,,,,,
만선회센타,전라북도 전주시 덕진구 명륜3길 4,전라북도 전주시 덕진구 덕진동1가 1265-45,35.8419025,127.1270717,,,,,,,,,,,,,,,,,,,,,,,
인생극장쪽갈비 전주효자점,전라북도 전주시 완산구 마전들로 50,전라북도 전주시 완산구 효자동3가 1689-4,35.8208839,127.1011137,,,,,,,,,,,,,,,,,,,,,,,
옛날아우내순대 전주점,전라북도 전주시 덕진구 사근1길 31 109호,전라북도 전주시 덕진구 송천동2가 179-116,35.8665886,127.130449,,,,,,,,,,,,,,,,,,,,,,,
돈가스집,전라북도 전주시 덕진구 명륜3길 14,전라북도 전주시 덕진구 덕진동1가 1264-5,35.8441071,127.1256985,,,,,,,,,,,,,,,,,,,,,,,
써니로스,전라북도 전주시 완산구 마전들로 12,전라북도 전주시 완산구 효자동3가 1670-1,35.8208956,127.0968027,,,,,,,,,,,,,,,,,,,,,,,
크라운호프 전주객리단점,전라북도 전주시 완산구 전주객사2길 7 1층,전라북도 전주시 완산구 다가동3가 23-3,35.8171272,127.1410668,,,,,,,,,,,,,,,,,,,,,,,
응급실국물떡볶이 전주효자점,전라북도 전주시 완산구 봉곡로 115 1층,전라북도 전주시 완산구 효자동2가 1158-30,35.8110917,127.1064531,,,,,,,,,,,,,,,,,,,,,,,
신여인천하,전라북도 전주시 완산구 거마산로 19-3,전라북도 전주시 완산구 삼천동1가 617-4,35.7978362,127.122641,,,,,,,,,,,,,,,,,,,,,,,
지코바치킨 효자1호점,전라북도 전주시 완산구 홍산1길 21 1층,전라북도 전주시 완산구 효자동2가 1157-1,35.8143369,127.1073163,,,,,,,,,,,,,,,,,,,,,,,
짱닭치킨 효자중화산점,전라북도 전주시 완산구 중화산로 18,전라북도 전주시 완산구 효자동1가 598-15,35.8118113,127.1184512,,,,,,,,,,,,,,,,,,,,,,,
로얄자카르타 전북대점,전라북도 전주시 덕진구 명륜3길 16 1층 로얄자카르타 전북대점,전라북도 전주시 덕진구 덕진동1가 1264-25,35.8425185,127.1278729,,,,,,,,,,,,,,,,,,,,,,,
더리터 전주하가점,전라북도 전주시 덕진구 가련산로 18,전라북도 전주시 덕진구 덕진동2가 694-3,35.8411814,127.1111173,,,,,,,,,,,,,,,,,,,,,,,
뽀빠이상추튀김바베큐,전라북도 전주시 완산구 거마평로 196,전라북도 전주시 완산구 효자동1가 622-11,35.8098413,127.1154102,,,,,,,,,,,,,,,,,,,,,,,
마싣다한상,전라북도 전주시 완산구 홍산2길 10 102호,전라북도 전주시 완산구 효자동3가 1544-2,35.8144143,127.1101152,,,,,,,,,,,,,,,,,,,,,,,
치킨마루 전주천마점,전라북도 전주시 덕진구 사근1길 57 1층 106호,전라북도 전주시 덕진구 송천동2가 185-1,35.866528,127.133568,,,,,,,,,,,,,,,,,,,,,,,
공차 효자점,전라북도 전주시 완산구 용머리로 50,전라북도 전주시 완산구 효자동1가 443-2,35.8062445,127.1159703,,,,,,,,,,,,,,,,,,,,,,,
그물,전라북도 전주시 완산구 전라감영3길 13-7,전라북도 전주시 완산구 중앙동1가 61,35.8161667,127.1429388,,,,,,,,,,,,,,,,,,,,,,,
길먹 타코야끼,전라북도 전주시 완산구 전주객사5길 35,전라북도 전주시 완산구 고사동 96-1,35.8196286,127.1450687,,,,,,,,,,,,,,,,,,,,,,,
버거앤프라이즈 전주객사점,전라북도 전주시 완산구 전주객사4길 76,전라북도 전주시 완산구 고사동 242-6,35.8211227,127.1431576,,,,,,,,,,,,,,,,,,,,,,,
영등동골목길,전라북도 전주시 완산구 마전3길 2 1층,전라북도 전주시 완산구 효자동3가 1630-4,35.823849,127.1040265,,,,,,,,,,,,,,,,,,,,,,,
비상식량,전라북도 전주시 덕진구 용소로 109-8,전라북도 전주시 덕진구 송천동1가 543-16,35.8642533,127.1204341,,,,,,,,,,,,,,,,,,,,,,,
CAFE샵지금여기,전라북도 전주시 완산구 문학로 19 뿌리빌라 1층,전라북도 전주시 완산구 효자동3가 1604-21,35.8269398,127.1017547,,,,,,,,,,,,,,,,,,,,,,,
씬난다수제쌀핫도그 송천점,전라북도 전주시 덕진구 시천로 40,전라북도 전주시 덕진구 송천동1가 834-4,35.8629338,127.1147981,,,,,,,,,,,,,,,,,,,,,,,
마크빈 전주송천1호점,전라북도 전주시 덕진구 송천로 35-15,전라북도 전주시 덕진구 송천동1가 332-7,35.8565619,127.117593,,,,,,,,,,,,,,,,,,,,,,,
그남자네,전라북도 전주시 완산구 풍남문2길 55 그남자네 막창,전라북도 전주시 완산구 전동3가 2,35.8126775,127.1462699,,,,,,,,,,,,,,,,,,,,,,,
커피니 전주영화의거리점,전라북도 전주시 완산구 전주객사4길 74-25,전라북도 전주시 완산구 고사동 230-5,35.821476,127.1436821,,,,,,,,,,,,,,,,,,,,,,,
양대감600 전주신시가지점,전라북도 전주시 완산구 홍산북로 60-22,전라북도 전주시 완산구 효자동3가 1533-6,35.8167197,127.1083423,,,,,,,,,,,,,,,,,,,,,,,
불로만치킨바베큐 송천점,전라북도 전주시 덕진구 솔내로 170 1층,전라북도 전주시 덕진구 송천동2가 202-68,35.8651847,127.1272904,,,,,,,,,,,,,,,,,,,,,,,
금강하구둑해물칼국수,전라북도 전주시 덕진구 온고을로 589,전라북도 전주시 덕진구 장동 557-3,35.8565923,127.0660979,,,,,,,,,,,,,,,,,,,,,,,
마성떡볶이 홈플러스 전주효자점,전라북도 전주시 완산구 용머리로 31 1층,전라북도 전주시 완산구 효자동1가 431-5,35.8065748,127.114245,,,,,,,,,,,,,,,,,,,,,,,
전주제일옥,,전라북도 전주시 덕진구 송천동1가 342,35.8544631,127.1190246,,,,,,,,,,,,,,,,,,,,,,,
대박수퍼휴게실,전라북도 전주시 완산구 거마평로 198,전라북도 전주시 완산구 효자동1가 622-12,35.8099911,127.1153496,,,,,,,,,,,,,,,,,,,,,,,
벌크커피 신시가지점,전라북도 전주시 완산구 홍산남로 45 1층,전라북도 전주시 완산구 효자동3가 1534-1,35.816043,127.1069958,,,,,,,,,,,,,,,,,,,,,,,
소곱창댁 하가점,전라북도 전주시 덕진구 가리내8길 10-12,전라북도 전주시 덕진구 덕진동2가 671-14,35.8443431,127.1107685,,,,,,,,,,,,,,,,,,,,,,,
꿀순이&꿀돌이 송천점,전라북도 전주시 덕진구 솔내로 115,전라북도 전주시 덕진구 송천동1가 137-1,35.8603193,127.126436,,,,,,,,,,,,,,,,,,,,,,,
금일옥,전라북도 전주시 완산구 전주객사3길 11-6,전라북도 전주시 완산구 고사동 443-2,35.8177526,127.1420418,,,,,,,,,,,,,,,,,,,,,,,
중앙분식,전라북도 전주시 완산구 전라감영5길 17-36,전라북도 전주시 완산구 중앙동3가 30,35.8171174,127.1451912,,,,,,,,,,,,,,,,,,,,,,,
신성중화요리,전라북도 전주시 완산구 전동성당길 24,전라북도 전주시 완산구 경원동1가 115-3,35.8178693,127.1487282,,,,,,,,,,,,,,,,,,,,,,,
PNB풍년제과 본점,전라북도 전주시 완산구 팔달로 180,전라북도 전주시 완산구 경원동1가 40-5,35.8183841,127.1472455,,,,,,,,,,,,,,,,,,,,,,,
이래면옥,전라북도 전주시 완산구 동문길 103,전라북도 전주시 완산구 경원동1가 113-5,35.8177446,127.1484882,,,,,,,,,,,,,,,,,,,,,,,
풍전콩나물국밥,전라북도 전주시 완산구 동문길 73,전라북도 전주시 완산구 경원동2가 26-3,35.8183626,127.1499845,,,,,,,,,,,,,,,,,,,,,,,
꼬꼬영양통닭,전라북도 전주시 완산구 경기전길 38-10,전라북도 전주시 완산구 경원동2가 53-5,35.817671,127.149851,,,,,,,,,,,,,,,,,,,,,,,
대성회관,전라북도 전주시 완산구 현무1길 9-8,전라북도 전주시 완산구 경원동3가 17-12,35.819759,127.147591,,,,,,,,,,,,,,,,,,,,,,,
일심회관,전라북도 전주시 완산구 현무3길 77-15,전라북도 전주시 완산구 경원동3가 212,35.8224219,127.1485236,,,,,,,,,,,,,,,,,,,,,,,
전주회관,전라북도 전주시 완산구 풍남문3길 6,전라북도 전주시 완산구 전동 92-5,35.8140886,127.1474712,,,,,,,,,,,,,,,,,,,,,,,
남문먹거리,전라북도 전주시 완산구 풍남문2길 37-2,전라북도 전주시 완산구 전동 302-2,35.8130976,127.1475876,,,,,,,,,,,,,,,,,,,,,,,
한미반점,전라북도 전주시 완산구 전주객사2길 21,전라북도 전주시 완산구 다가동3가 16,35.8177907,127.1408205,,,,,,,,,,,,,,,,,,,,,,,
김밥이야기,전라북도 전주시 완산구 전주객사3길 12-29,전라북도 전주시 완산구 고사동 422,35.8181677,127.1435831,,,,,,,,,,,,,,,,,,,,,,,
이디야커피 전주고사점,전라북도 전주시 완산구 전주객사5길 32,전라북도 전주시 완산구 고사동 55-6,35.8196075,127.145459,,,,,,,,,,,,,,,,,,,,,,,
나무라듸오,전라북도 전주시 완산구 전주객사3길 46-5,전라북도 전주시 완산구 고사동 392-4,35.8194755,127.1421477,,,,,,,,,,,,,,,,,,,,,,,
빈센트반고흐,전라북도 전주시 완산구 전주객사5길 22-6,전라북도 전주시 완산구 고사동 66-5,35.8191745,127.1458477,,,,,,,,,,,,,,,,,,,,,,,
태봉집,전라북도 전주시 완산구 전주객사5길 43-14,전라북도 전주시 완산구 고사동 195-1,35.820177,127.1445611,,,,,,,,,,,,,,,,,,,,,,,
시골촌,전라북도 전주시 완산구 전주객사2길 12-1,전라북도 전주시 완산구 고사동 447-6,35.8175991,127.1413174,,,,,,,,,,,,,,,,,,,,,,,
더마중,전라북도 전주시 완산구 전주객사3길 12-15,전라북도 전주시 완산구 고사동 432-3,35.8181456,127.1431311,,,,,,,,,,,,,,,,,,,,,,,
또순이네집,전라북도 전주시 완산구 전주객사3길 11-8,전라북도 전주시 완산구 고사동 443-6,35.81772,127.141861,,,,,,,,,,,,,,,,,,,,,,,
다사랑치킨피자 중앙점,전라북도 전주시 완산구 전라감영5길 27,전라북도 전주시 완산구 중앙동3가 67-7,35.8179397,127.1457981,,,,,,,,,,,,,,,,,,,,,,,
상하이반점,전라북도 전주시 완산구 홍산북로 29-1 1층 102호,전라북도 전주시 완산구 효자동2가 1231-7,35.8175722,127.1049746,,,,,,,,,,,,,,,,,,,,,,,
황토추어탕,전라북도 전주시 완산구 공북5길 11,전라북도 전주시 완산구 태평동 4-4,35.826749,127.140985,,,,,,,,,,,,,,,,,,,,,,,
그옛날국수집,전라북도 전주시 완산구 태진로 64,전라북도 전주시 완산구 태평동 253-4,35.826582,127.136928,,,,,,,,,,,,,,,,,,,,,,,
꿀딱 송천점,전라북도 전주시 덕진구 솔내9길 5,전라북도 전주시 덕진구 송천동1가 117,35.8623003,127.1261168,,,,,,,,,,,,,,,,,,,,,,,
근영목우촌숯불갈비,전라북도 전주시 완산구 영경2길 5,전라북도 전주시 완산구 중화산동2가 653-5,35.8170231,127.1238625,,,,,,,,,,,,,,,,,,,,,,,
보배원,전라북도 전주시 완산구 어은로 26,전라북도 전주시 완산구 중화산동2가 199-1,35.8166735,127.1257892,,,,,,,,,,,,,,,,,,,,,,,
춘향회관,전라북도 전주시 완산구 중산2길 15-5,전라북도 전주시 완산구 중화산동2가 633-1,35.8149882,127.1218692,,,,,,,,,,,,,,,,,,,,,,,
암소야 서곡점,전라북도 전주시 완산구 서곡로 72,전라북도 전주시 완산구 효자동3가 1436-6,35.835088,127.101406,,,,,,,,,,,,,,,,,,,,,,,
해방곱창 전주본점,전라북도 전주시 완산구 전주객사1길 104,전라북도 전주시 완산구 다가동4가 10-6,35.8207726,127.1381057,,,,,,,,,,,,,,,,,,,,,,,
복돼지감자탕,전라북도 전주시 완산구 홍산북로 45-14,전라북도 전주시 완산구 효자동3가 1529-3,35.8178951,127.1073155,,,,,,,,,,,,,,,,,,,,,,,
청정오리떼,전라북도 전주시 완산구 새터로 1,전라북도 전주시 완산구 서신동 932-1,35.8370849,127.1071736,,,,,,,,,,,,,,,,,,,,,,,
열빈,전라북도 전주시 완산구 마전2길 5-4,전라북도 전주시 완산구 효자동3가 1646-4,35.8225463,127.1035501,,,,,,,,,,,,,,,,,,,,,,,
거기커피,전라북도 전주시 덕진구 명륜4길 21,전라북도 전주시 덕진구 덕진동1가 1312-77,35.8439312,127.1268936,,,,,,,,,,,,,,,,,,,,,,,
전주성,전라북도 전주시 완산구 마전1길 18-4,전라북도 전주시 완산구 효자동3가 1647-11,35.8217486,127.1026568,,,,,,,,,,,,,,,,,,,,,,,
이코이교토,전라북도 전주시 덕진구 가리내8길 12,전라북도 전주시 덕진구 덕진동2가 670-8,35.8436013,127.1104882,,,,,,,,,,,,,,,,,,,,,,,
박가네해물칼국수,전라북도 전주시 완산구 우전1길 49-4,전라북도 전주시 완산구 효자동2가 1331-6,35.8084261,127.1053601,,,,,,,,,,,,,,,,,,,,,,,
래래반점,전라북도 전주시 완산구 거마서로 8,전라북도 전주시 완산구 삼천동1가 676-9,35.79328,127.119653,,,,,,,,,,,,,,,,,,,,,,,
예궁,전라북도 전주시 완산구 소태정3길 18,전라북도 전주시 완산구 효자동2가 1206-4,35.803351,127.099191,,,,,,,,,,,,,,,,,,,,,,,
용범이네인계동껍데기 전북도청점,전라북도 전주시 완산구 홍산북로 75 1층 102호,전라북도 전주시 완산구 효자동3가 1530-8,35.8176086,127.1101517,,,,,,,,,,,,,,,,,,,,,,,
해태피순대,전라북도 전주시 완산구 하거마2길 3,전라북도 전주시 완산구 삼천동1가 696-9,35.7932335,127.119432,,,,,,,,,,,,,,,,,,,,,,,
풍년제과신시가지점,전라북도 전주시 완산구 호암로 65,전라북도 전주시 완산구 효자동2가 1317-4,35.8091678,127.1018617,,,,,,,,,,,,,,,,,,,,,,,
호순이감자탕,전라북도 전주시 완산구 강변로 78,전라북도 전주시 완산구 삼천동1가 284-1,35.79856,127.1100567,,,,,,,,,,,,,,,,,,,,,,,
모란객잔,전라북도 전주시 완산구 우전1길 55,전라북도 전주시 완산구 효자동2가 1330-9,35.808699,127.105722,,,,,,,,,,,,,,,,,,,,,,,
푸른달 스물이레,전라북도 전주시 완산구 마전3길 18,전라북도 전주시 완산구 효자동3가 1632-6,35.823778,127.1026356,,,,,,,,,,,,,,,,,,,,,,,
솔솔김밥,전라북도 전주시 완산구 용머리로 32,전라북도 전주시 완산구 효자동1가 454-3,35.8054481,127.1139591,,,,,,,,,,,,,,,,,,,,,,,
카페우정 노는우리협동조합,전라북도 전주시 완산구 서원로 99 전북지방우정청 1층,전라북도 전주시 완산구 효자동2가 1245-4,35.8145679,127.1055053,,,,,,,,,,,,,,,,,,,,,,,
멕시칸치킨 삼천효자점,전라북도 전주시 완산구 효자천변2길 23-6,전라북도 전주시 완산구 효자동1가 451,35.8046874,127.1147027,,,,,,,,,,,,,,,,,,,,,,,
신동명각,전라북도 전주시 완산구 신봉로 7,전라북도 전주시 완산구 효자동1가 620-12,35.810361,127.1157309,,,,,,,,,,,,,,,,,,,,,,,
호남성중국요리,전라북도 전주시 완산구 효자천변1길 36-35,전라북도 전주시 완산구 효자동1가 668-2,35.799253,127.1153199,,,,,,,,,,,,,,,,,,,,,,,
까투리효자체인점,전라북도 전주시 완산구 효자천변2길 13,전라북도 전주시 완산구 효자동1가 651,35.8048843,127.1141437,,,,,,,,,,,,,,,,,,,,,,,
설악칡냉면 전주본점,전라북도 전주시 완산구 서곡1길 19-2,전라북도 전주시 완산구 효자동3가 1448-2,35.8355814,127.0990052,,,,,,,,,,,,,,,,,,,,,,,
남양옥,전라북도 전주시 완산구 거마평로 226,전라북도 전주시 완산구 효자동1가 606,35.8123497,127.1140924,,,,,,,,,,,,,,,,,,,,,,,
무지개가든,전라북도 전주시 완산구 안행로 53,전라북도 전주시 완산구 효자동1가 687-6,35.80175,127.133552,,,,,,,,,,,,,,,,,,,,,,,
연기나는마을효자점,전라북도 전주시 완산구 효자천변1길 36-14,전라북도 전주시 완산구 효자동1가 667-6,35.799246,127.114981,,,,,,,,,,,,,,,,,,,,,,,
서도분식,전라북도 전주시 완산구 용머리로 36 6층,전라북도 전주시 완산구 효자동1가 454-1,35.8054516,127.1143612,,,,,,,,,,,,,,,,,,,,,,,
신포집,전라북도 전주시 완산구 용머리로 36 8층,전라북도 전주시 완산구 효자동1가 454-1,35.8054176,127.1144062,,,,,,,,,,,,,,,,,,,,,,,
만나별미,전라북도 전주시 완산구 거마평로 122,전라북도 전주시 완산구 효자동1가 579-1,35.8032329,127.1169754,,,,,,,,,,,,,,,,,,,,,,,
완산다원,전라북도 전주시 완산구 안행8길 10,전라북도 전주시 완산구 효자동1가 689-2,35.8015185,127.1342044,,,,,,,,,,,,,,,,,,,,,,,
전북대학교병원 푸드코트,전라북도 전주시 덕진구 건지로 20,전라북도 전주시 덕진구 금암동 634-18,35.8468571,127.14125,,,,,,,,,,,,,,,,,,,,,,,
파리바게뜨 서전주점,전라북도 전주시 완산구 거마평로 219,전라북도 전주시 완산구 효자동1가 361-3,35.8101917,127.115225,,,,,,,,,,,,,,,,,,,,,,,
김밥나라효자점,전라북도 전주시 완산구 효자천변2길 13,전라북도 전주시 완산구 효자동1가 651,35.8048843,127.1141437,,,,,,,,,,,,,,,,,,,,,,,
노랑통닭 서곡지구점,전라북도 전주시 완산구 세내로 525,전라북도 전주시 완산구 효자동3가 1475-1,35.8328447,127.1013561,,,,,,,,,,,,,,,,,,,,,,,
백번탕횟집,전라북도 전주시 완산구 신봉2길 11,전라북도 전주시 완산구 효자동1가 596-8,35.8108921,127.119401,,,,,,,,,,,,,,,,,,,,,,,
이찌미식당,전라북도 전주시 완산구 신봉3길 35,전라북도 전주시 완산구 효자동1가 605-1,35.8125083,127.1146624,,,,,,,,,,,,,,,,,,,,,,,
전주환영영양돌솥밥,전라북도 전주시 완산구 중산2길 18,전라북도 전주시 완산구 중화산동2가 631-9,35.805883,127.13,,,,,,,,,,,,,,,,,,,,,,,
남원골추어탕효자점,전라북도 전주시 완산구 밤나무1길 15-15,전라북도 전주시 완산구 효자동1가 383-2,35.8084756,127.1166059,,,,,,,,,,,,,,,,,,,,,,,
중화정 송천점,전라북도 전주시 덕진구 붓내3길 12,전라북도 전주시 덕진구 송천동2가 197-11,35.8662959,127.1226002,,,,,,,,,,,,,,,,,,,,,,,
